datetime,equipment_load_kwh
2010-03-08 00:00:00,4.920687499523322
2010-03-08 01:00:00,4.58196328125482
2010-03-08 02:00:00,4.089007201166323
2010-03-08 03:00:00,5.041455893723648
2010-03-08 04:00:00,4.596737991550767
2010-03-08 05:00:00,3.498612650456296
2010-03-08 06:00:00,2.940616602885094
2010-03-08 07:00:00,3.761044622522115
2010-03-08 08:00:00,4.719113533252821
2010-03-08 09:00:00,7.084444881744982
2010-03-08 10:00:00,11.343816395890016
2010-03-08 11:00:00,12.29181331996658
2010-03-08 12:00:00,11.539424942463686
2010-03-08 13:00:00,12.924484460074305
2010-03-08 14:00:00,12.466039194068966
2010-03-08 15:00:00,12.524134333118239
2010-03-08 16:00:00,11.486842170846344
2010-03-08 17:00:00,10.01296467237595
2010-03-08 18:00:00,7.305175420820586
2010-03-08 19:00:00,6.515872038741048
2010-03-08 20:00:00,5.98522959854996
2010-03-08 21:00:00,4.860981237374684
2010-03-08 22:00:00,5.745562197300346
2010-03-08 23:00:00,3.9351130797723415
2010-03-09 00:00:00,5.646368407999567
2010-03-09 01:00:00,5.222057530418316
2010-03-09 02:00:00,4.134274926192775
2010-03-09 03:00:00,3.830570078895188
2010-03-09 04:00:00,4.148238707679119
2010-03-09 05:00:00,3.155294183535844
2010-03-09 06:00:00,3.4623496827807223
2010-03-09 07:00:00,4.547110210743668
2010-03-09 08:00:00,5.552538689038224
2010-03-09 09:00:00,7.3572382984771245
2010-03-09 10:00:00,10.362251084764468
2010-03-09 11:00:00,11.1558740927346
2010-03-09 12:00:00,11.202142071893789
2010-03-09 13:00:00,12.539961007133414
2010-03-09 14:00:00,10.074998418749397
2010-03-09 15:00:00,10.313229085663083
2010-03-09 16:00:00,10.116988834257228
2010-03-09 17:00:00,8.935505334238828
2010-03-09 18:00:00,8.149148385803453
2010-03-09 19:00:00,6.278564446493054
2010-03-09 20:00:00,5.6484300165325685
2010-03-09 21:00:00,5.051112766908573
2010-03-09 22:00:00,4.615830093900591
2010-03-09 23:00:00,6.0114428251460525
2010-03-10 00:00:00,5.1841469679728736
2010-03-10 01:00:00,4.81990837395894
2010-03-10 02:00:00,4.130863869848515
2010-03-10 03:00:00,4.286345379243011
2010-03-10 04:00:00,4.726404012225741
2010-03-10 05:00:00,3.9613010012213445
2010-03-10 06:00:00,2.9922270419071997
2010-03-10 07:00:00,4.786527677860392
2010-03-10 08:00:00,5.678249393653828
2010-03-10 09:00:00,8.104498884765366
2010-03-10 10:00:00,10.622206549100078
2010-03-10 11:00:00,11.920186705467156
2010-03-10 12:00:00,12.002027662156834
2010-03-10 13:00:00,12.173212189971073
2010-03-10 14:00:00,12.378825602663072
2010-03-10 15:00:00,12.419779256720549
2010-03-10 16:00:00,11.889956450339556
