datetime,equipment_load_kwh,n_targets
2010-03-08 00:00:00,3.218622434500647,2
2010-03-08 01:00:00,3.215155963079985,2
2010-03-08 02:00:00,3.3700150480239044,2
2010-03-08 03:00:00,3.794792704829791,2
2010-03-08 04:00:00,3.7407016377346682,2
2010-03-08 05:00:00,3.593158283137545,2
2010-03-08 06:00:00,3.295642027688065,2
2010-03-08 07:00:00,3.5637282136999398,2
2010-03-08 08:00:00,4.66470448947606,2
2010-03-08 09:00:00,6.574993570360313,2
2010-03-08 10:00:00,6.88635515623516,2
2010-03-08 11:00:00,7.028035551174065,2
2010-03-08 12:00:00,7.034525443959428,2
2010-03-08 13:00:00,7.152741293040708,2
2010-03-08 14:00:00,7.208000504242047,2
2010-03-08 15:00:00,7.257641015830003,2
2010-03-08 16:00:00,6.976630060566912,2
2010-03-08 17:00:00,6.382093122175569,2
2010-03-08 18:00:00,5.504228447665392,2
2010-03-08 19:00:00,4.371539798584498,2
2010-03-08 20:00:00,3.851403798418679,2
2010-03-08 21:00:00,3.495999100930371,2
2010-03-08 22:00:00,3.1952838686140272,2
2010-03-08 23:00:00,2.947817463399382,2
2010-03-09 00:00:00,3.6044755894519334,2
2010-03-09 01:00:00,3.48626917692579,2
2010-03-09 02:00:00,3.786806798977431,2
2010-03-09 03:00:00,4.133664044030136,2
2010-03-09 04:00:00,4.1262926922044585,2
2010-03-09 05:00:00,3.6189671643318877,2
2010-03-09 06:00:00,3.33629889496712,2
2010-03-09 07:00:00,3.614526717239726,2
2010-03-09 08:00:00,4.968089400327383,2
2010-03-09 09:00:00,6.6443320487139985,2
2010-03-09 10:00:00,6.790144540889406,2
2010-03-09 11:00:00,7.076989241141014,2
2010-03-09 12:00:00,7.192726649939417,2
2010-03-09 13:00:00,7.669207167871143,2
2010-03-09 14:00:00,7.11648897001519,2
2010-03-09 15:00:00,7.275828677409407,2
2010-03-09 16:00:00,6.848145107794322,2
2010-03-09 17:00:00,6.539368977766773,2
2010-03-09 18:00:00,5.74327333421318,2
2010-03-09 19:00:00,4.3786065435507044,2
2010-03-09 20:00:00,4.042745672978453,2
2010-03-09 21:00:00,3.4485627383598234,2
2010-03-09 22:00:00,3.3852116580429064,2
2010-03-09 23:00:00,3.237952273134109,2
2010-03-10 00:00:00,3.4686259890382436,2
