datetime,equipment_load_kwh,n_targets
2010-03-08 00:00:00,10.324206404681147,2
2010-03-08 01:00:00,11.432780472786488,2
2010-03-08 02:00:00,12.340913788051385,2
2010-03-08 03:00:00,12.787248058675226,2
2010-03-08 04:00:00,12.885527523384992,2
2010-03-08 05:00:00,12.433126348039544,2
2010-03-08 06:00:00,14.816704187642115,2
2010-03-08 07:00:00,21.578562043814884,2
2010-03-08 08:00:00,31.52071010963989,2
2010-03-08 09:00:00,42.47611119406396,2
2010-03-08 10:00:00,48.053060154025154,2
2010-03-08 11:00:00,45.66845412322235,2
2010-03-08 12:00:00,42.46065213380568,2
2010-03-08 13:00:00,39.50441106958512,2
2010-03-08 14:00:00,38.12007518125627,2
2010-03-08 15:00:00,38.7412468304116,2
2010-03-08 16:00:00,38.00045779670687,2
2010-03-08 17:00:00,32.538407104113716,2
2010-03-08 18:00:00,19.484014786443076,2
2010-03-08 19:00:00,12.316400393854211,2
2010-03-08 20:00:00,11.371446351910098,2
2010-03-08 21:00:00,11.467837989266197,2
2010-03-08 22:00:00,11.12309258871673,2
2010-03-08 23:00:00,11.452617416938065,2
2010-03-09 00:00:00,7.363460372331245,2
2010-03-09 01:00:00,7.676571141893786,2
2010-03-09 02:00:00,9.216756611111537,2
2010-03-09 03:00:00,9.020088981655148,2
2010-03-09 04:00:00,8.814338158955517,2
2010-03-09 05:00:00,8.968855027093097,2
2010-03-09 06:00:00,11.727105497848704,2
2010-03-09 07:00:00,19.546443986418915,2
2010-03-09 08:00:00,28.79429445950189,2
2010-03-09 09:00:00,36.57405329920002,2
2010-03-09 10:00:00,41.03159889391151,2
2010-03-09 11:00:00,43.29253521490614,2
2010-03-09 12:00:00,41.44737566361965,2
2010-03-09 13:00:00,40.03889488399483,2
2010-03-09 14:00:00,41.51913755959552,2
2010-03-09 15:00:00,43.340154523135475,2
2010-03-09 16:00:00,40.2814680895961,2
2010-03-09 17:00:00,34.36663894104639,2
2010-03-09 18:00:00,22.678861461398064,2
2010-03-09 19:00:00,13.070383960807606,2
2010-03-09 20:00:00,10.46771511737277,2
2010-03-09 21:00:00,10.325498316158113,2
2010-03-09 22:00:00,8.6517575263417,2
2010-03-09 23:00:00,8.561319718533296,2
2010-03-10 00:00:00,7.5093374824506895,2
2010-03-10 01:00:00,7.0647599804975085,2
2010-03-10 02:00:00,7.205816219146051,2
2010-03-10 03:00:00,6.819450743262437,2
2010-03-10 04:00:00,6.869651266247992,2
2010-03-10 05:00:00,8.009828662319379,2
2010-03-10 06:00:00,10.880348989587164,2
2010-03-10 07:00:00,19.631450260617335,2
2010-03-10 08:00:00,31.686819323766677,2
2010-03-10 09:00:00,40.34581592819407,2
2010-03-10 10:00:00,45.72202239861871,2
2010-03-10 11:00:00,47.26935305215157,2
2010-03-10 12:00:00,46.24727246712468,2
2010-03-10 13:00:00,44.110671810663575,2
2010-03-10 14:00:00,44.00184656675887,2
2010-03-10 15:00:00,44.1105405522848,2
2010-03-10 16:00:00,42.51723484897303,2
2010-03-10 17:00:00,34.65477667612416,2
2010-03-10 18:00:00,20.93911113967391,2
2010-03-10 19:00:00,11.066739153813248,2
2010-03-10 20:00:00,8.214726683733598,2
2010-03-10 21:00:00,8.228018157775985,2
2010-03-10 22:00:00,8.340721106702553,2
2010-03-10 23:00:00,8.268867052536368,2
2010-03-11 00:00:00,7.080836355737964,2
2010-03-11 01:00:00,7.2534284590312845,2
2010-03-11 02:00:00,7.746895145742835,2
2010-03-11 03:00:00,6.9781654879088,2
2010-03-11 04:00:00,6.961690073351074,2
2010-03-11 05:00:00,7.158744981032647,2
2010-03-11 06:00:00,10.22366973074714,2
2010-03-11 07:00:00,18.20891999433675,2
2010-03-11 08:00:00,31.774540839008882,2
2010-03-11 09:00:00,40.38827035298013,2
2010-03-11 10:00:00,43.73893723590117,2
2010-03-11 11:00:00,44.93488806467027,2
2010-03-11 12:00:00,42.644909272349715,2
2010-03-11 13:00:00,41.81702574780949,2
2010-03-11 14:00:00,41.729738781881,2
2010-03-11 15:00:00,41.32356241985265,2
2010-03-11 16:00:00,39.92959042758988,2
2010-03-11 17:00:00,32.5042274407853,2
2010-03-11 18:00:00,19.934888516468575,2
2010-03-11 19:00:00,9.60460852857241,2
2010-03-11 20:00:00,6.730098199631278,2
2010-03-11 21:00:00,5.748316822616802,2
2010-03-11 22:00:00,6.159184752524657,2
2010-03-11 23:00:00,6.51976778720875,2
2010-03-12 00:00:00,8.596954989447939,2
2010-03-12 01:00:00,8.270007075943319,2
2010-03-12 02:00:00,7.6902196935467,2
2010-03-12 03:00:00,7.1710003848809345,2
2010-03-12 04:00:00,7.669798427553857,2
2010-03-12 05:00:00,9.19643630060131,2
2010-03-12 06:00:00,11.35536723635075,2
2010-03-12 07:00:00,18.401097509638866,2
2010-03-12 08:00:00,29.547223668764666,2
2010-03-12 09:00:00,36.1196788294761,2
2010-03-12 10:00:00,37.35584418195732,2
2010-03-12 11:00:00,37.74926104889449,2
2010-03-12 12:00:00,36.33336764176295,2
2010-03-12 13:00:00,35.106243344947345,2
2010-03-12 14:00:00,35.30886793750837,2
2010-03-12 15:00:00,36.45525213136947,2
2010-03-12 16:00:00,36.38913253860051,2
2010-03-12 17:00:00,29.598826722366482,2
2010-03-12 18:00:00,17.888305063767106,2
2010-03-12 19:00:00,9.084698131788876,2
2010-03-12 20:00:00,7.970994531807349,2
2010-03-12 21:00:00,8.219108510012926,2
2010-03-12 22:00:00,7.916713461665623,2
2010-03-12 23:00:00,7.674654004672696,2
2010-03-13 00:00:00,5.512983623432518,2
2010-03-13 01:00:00,6.249556886421173,2
2010-03-13 02:00:00,6.337634518671436,2
2010-03-13 03:00:00,6.901860102819415,2
2010-03-13 04:00:00,6.389259183475753,2
2010-03-13 05:00:00,4.3230527326417825,2
2010-03-13 06:00:00,4.2559053030170775,2
2010-03-13 07:00:00,5.995986441765293,2
2010-03-13 08:00:00,6.845384585280905,2
2010-03-13 09:00:00,7.826352937500546,2
2010-03-13 10:00:00,6.025372882806585,2
2010-03-13 11:00:00,7.099516684530884,2
2010-03-13 12:00:00,7.7646737349143855,2
2010-03-13 13:00:00,6.421780568140795,2
2010-03-13 14:00:00,6.827878366139857,2
2010-03-13 15:00:00,6.925866462397035,2
2010-03-13 16:00:00,8.571675984760615,2
2010-03-13 17:00:00,9.172245470473886,2
2010-03-13 18:00:00,7.684574103303646,2
2010-03-13 19:00:00,6.405130204412686,2
2010-03-13 20:00:00,7.4269421377088705,2
2010-03-13 21:00:00,6.488422372848459,2
2010-03-13 22:00:00,5.3946134533102414,2
2010-03-13 23:00:00,5.342137461300405,2
2010-03-14 00:00:00,6.047815340845721,2
2010-03-14 01:00:00,6.57289090610788,2
2010-03-14 02:00:00,6.5855645396905444,2
2010-03-14 03:00:00,6.279457346035287,2
2010-03-14 04:00:00,6.122521135388254,2
2010-03-14 05:00:00,5.9038972185486625,2
2010-03-14 06:00:00,5.500232798135232,2
2010-03-14 07:00:00,5.921900651117533,2
2010-03-14 08:00:00,7.235167502241159,2
2010-03-14 09:00:00,7.024161162173191,2
2010-03-14 10:00:00,5.80574053192971,2
2010-03-14 11:00:00,5.670024068990331,2
2010-03-14 12:00:00,5.625700666753609,2
2010-03-14 13:00:00,4.848250246849807,2
2010-03-14 14:00:00,4.407788285570158,2
2010-03-14 15:00:00,5.127814931279854,2
2010-03-14 16:00:00,5.753323966179879,2
2010-03-14 17:00:00,6.107717330488523,2
2010-03-14 18:00:00,5.563161269896842,2
2010-03-14 19:00:00,5.892637241585769,2
2010-03-14 20:00:00,5.894723458509438,2
2010-03-14 21:00:00,5.582355271892957,2
2010-03-14 22:00:00,6.4250829732665835,2
2010-03-14 23:00:00,5.949816444369827,2
2010-03-15 00:00:00,5.506606309413153,2
2010-03-15 01:00:00,7.036021914615413,2
2010-03-15 02:00:00,7.255888719081048,2
2010-03-15 03:00:00,7.444929135761155,2
2010-03-15 04:00:00,7.944754299756568,2
2010-03-15 05:00:00,8.512648841696137,2
2010-03-15 06:00:00,10.787078154019053,2
2010-03-15 07:00:00,17.729100187174488,2
2010-03-15 08:00:00,27.882359160955364,2
2010-03-15 09:00:00,35.6742636062187,2
2010-03-15 10:00:00,38.78101428940224,2
2010-03-15 11:00:00,38.21707163665957,2
2010-03-15 12:00:00,37.34334512004653,2
2010-03-15 13:00:00,36.41041682400869,2
2010-03-15 14:00:00,35.95612143682221,2
2010-03-15 15:00:00,38.70732771177017,2
2010-03-15 16:00:00,39.552898285618554,2
2010-03-15 17:00:00,33.68688027877366,2
2010-03-15 18:00:00,20.398917555586735,2
2010-03-15 19:00:00,11.826696878969093,2
2010-03-15 20:00:00,9.400238973894286,2
2010-03-15 21:00:00,8.507488017421098,2
2010-03-15 22:00:00,8.12217961435471,2
2010-03-15 23:00:00,6.513678288304296,2
2010-03-16 00:00:00,4.371935373462631,2
2010-03-16 01:00:00,3.957180480646543,2
2010-03-16 02:00:00,4.189383885673786,2
2010-03-16 03:00:00,4.725497655663731,2
2010-03-16 04:00:00,3.951465102808264,2
2010-03-16 05:00:00,5.59273660094611,2
2010-03-16 06:00:00,9.160911858855792,2
2010-03-16 07:00:00,18.225274920145303,2
2010-03-16 08:00:00,28.774417706071617,2
