datetime,equipment_load_kwh
2010-03-01 00:00:00,60.7
2010-03-01 01:00:00,56.1
2010-03-01 02:00:00,57.6
2010-03-01 03:00:00,58.4
2010-03-01 04:00:00,60.2
2010-03-01 05:00:00,63.8
2010-03-01 06:00:00,72.4
2010-03-01 07:00:00,94.7
2010-03-01 08:00:00,95.8
2010-03-01 09:00:00,100.7
2010-03-01 10:00:00,106.3
2010-03-01 11:00:00,110.9
2010-03-01 12:00:00,109.8
2010-03-01 13:00:00,112.6
2010-03-01 14:00:00,111.9
2010-03-01 15:00:00,114.2
2010-03-01 16:00:00,111.8
2010-03-01 17:00:00,107.9
2010-03-01 18:00:00,96.6
2010-03-01 19:00:00,89.8
2010-03-01 20:00:00,82.4
2010-03-01 21:00:00,77.3
2010-03-01 22:00:00,70.0
2010-03-01 23:00:00,69.0
2010-03-02 00:00:00,67.0
2010-03-02 01:00:00,59.6
2010-03-02 02:00:00,61.0
2010-03-02 03:00:00,64.1
2010-03-02 04:00:00,65.6
2010-03-02 05:00:00,65.9
2010-03-02 06:00:00,75.5
2010-03-02 07:00:00,103.0
2010-03-02 08:00:00,101.9
2010-03-02 09:00:00,107.4
2010-03-02 10:00:00,108.8
2010-03-02 11:00:00,114.1
2010-03-02 12:00:00,111.2
2010-03-02 13:00:00,117.3
2010-03-02 14:00:00,116.0
2010-03-02 15:00:00,115.3
2010-03-02 16:00:00,112.7
2010-03-02 17:00:00,108.7
2010-03-02 18:00:00,97.9
2010-03-02 19:00:00,89.2
2010-03-02 20:00:00,79.7
2010-03-02 21:00:00,76.2
2010-03-02 22:00:00,71.4
2010-03-02 23:00:00,66.5
2010-03-03 00:00:00,63.7
2010-03-03 01:00:00,57.6
2010-03-03 02:00:00,59.4
2010-03-03 03:00:00,59.5
2010-03-03 04:00:00,61.1
2010-03-03 05:00:00,61.3
2010-03-03 06:00:00,72.4
2010-03-03 07:00:00,97.0
2010-03-03 08:00:00,96.6
2010-03-03 09:00:00,102.6
2010-03-03 10:00:00,109.6
2010-03-03 11:00:00,115.0
2010-03-03 12:00:00,114.0
2010-03-03 13:00:00,116.1
2010-03-03 14:00:00,115.8
2010-03-03 15:00:00,115.1
2010-03-03 16:00:00,113.8
2010-03-03 17:00:00,112.2
2010-03-03 18:00:00,100.2
2010-03-03 19:00:00,89.0
2010-03-03 20:00:00,78.0
2010-03-03 21:00:00,74.8
2010-03-03 22:00:00,70.1
2010-03-03 23:00:00,63.7
2010-03-04 00:00:00,63.1
2010-03-04 01:00:00,57.5
2010-03-04 02:00:00,59.9
2010-03-04 03:00:00,61.1
2010-03-04 04:00:00,61.6
2010-03-04 05:00:00,61.8
2010-03-04 06:00:00,72.6
2010-03-04 07:00:00,93.0
2010-03-04 08:00:00,99.4
2010-03-04 09:00:00,104.8
2010-03-04 10:00:00,110.9
2010-03-04 11:00:00,113.7
