datetime,equipment_load_kwh,n_targets
2010-03-08 00:00:00,4.259702754593483,2
2010-03-08 01:00:00,41.643549381211066,2
2010-03-08 02:00:00,49.194730255556934,2
2010-03-08 03:00:00,43.94665986747225,2
2010-03-08 04:00:00,33.17608774455366,2
2010-03-08 05:00:00,25.80261052726928,2
2010-03-08 06:00:00,25.186057479182807,2
2010-03-08 07:00:00,17.8445393389679,2
2010-03-08 08:00:00,4.475508893501162,2
2010-03-08 09:00:00,5.193200915700954,2
2010-03-08 10:00:00,4.4246809823292335,2
2010-03-08 11:00:00,5.0435973255602295,2
2010-03-08 12:00:00,4.268595276983527,2
2010-03-08 13:00:00,3.1778394930974945,2
2010-03-08 14:00:00,3.449062369335623,2
2010-03-08 15:00:00,3.302454825780022,2
2010-03-08 16:00:00,4.615942986501917,2
2010-03-08 17:00:00,6.4401557788462735,2
2010-03-08 18:00:00,5.566549024624224,2
2010-03-08 19:00:00,6.827671122459681,2
2010-03-08 20:00:00,4.6418130649032285,2
2010-03-08 21:00:00,3.4986957160950727,2
2010-03-08 22:00:00,5.4506950387985915,2
2010-03-08 23:00:00,2.1396519835188132,2
2010-03-09 00:00:00,2.586693663716129,2
2010-03-09 01:00:00,38.42551778524346,2
2010-03-09 02:00:00,44.94888359786784,2
2010-03-09 03:00:00,40.19389513961505,2
2010-03-09 04:00:00,29.935639701427974,2
2010-03-09 05:00:00,22.54234744279468,2
2010-03-09 06:00:00,22.91338473280645,2
2010-03-09 07:00:00,16.97134798383086,2
2010-03-09 08:00:00,3.6150750577423367,2
2010-03-09 09:00:00,5.057670358240036,2
2010-03-09 10:00:00,4.7068561331401035,2
2010-03-09 11:00:00,4.513665416855811,2
2010-03-09 12:00:00,4.126182210448022,2
2010-03-09 13:00:00,3.949128535760379,2
2010-03-09 14:00:00,3.512462863701852,2
2010-03-09 15:00:00,2.6033433349422257,2
2010-03-09 16:00:00,4.198031178467855,2
2010-03-09 17:00:00,5.2582405932011325,2
2010-03-09 18:00:00,3.0161429043418453,2
2010-03-09 19:00:00,4.719972098825804,2
2010-03-09 20:00:00,2.4601239622125393,2
2010-03-09 21:00:00,1.2070245994725561,2
2010-03-09 22:00:00,2.8177168490790416,2
2010-03-09 23:00:00,0.2500915523605274,2
2010-03-10 00:00:00,2.5791530555038396,2
2010-03-10 01:00:00,38.57762541386075,2
2010-03-10 02:00:00,47.07273154812812,2
2010-03-10 03:00:00,41.96853176880682,2
2010-03-10 04:00:00,30.81538705815752,2
2010-03-10 05:00:00,24.084515941501493,2
2010-03-10 06:00:00,23.358806066980108,2
2010-03-10 07:00:00,16.21922261992266,2
2010-03-10 08:00:00,2.155162809482257,2
2010-03-10 09:00:00,4.371947906816366,2
2010-03-10 10:00:00,5.069315350332299,2
2010-03-10 11:00:00,5.801480805632873,2
2010-03-10 12:00:00,5.17662604380973,2
2010-03-10 13:00:00,4.282475480370877,2
2010-03-10 14:00:00,3.5102153683238084,2
2010-03-10 15:00:00,3.5992732806992134,2
2010-03-10 16:00:00,3.774008066049089,2
