datetime,equipment_load_kwh
2010-03-01 00:00:00,525.0
2010-03-01 01:00:00,515.2
2010-03-01 02:00:00,516.6
2010-03-01 03:00:00,519.7
2010-03-01 04:00:00,546.8
2010-03-01 05:00:00,532.7
2010-03-01 06:00:00,551.1
2010-03-01 07:00:00,573.0
2010-03-01 08:00:00,599.1
2010-03-01 09:00:00,657.4
2010-03-01 10:00:00,693.2
2010-03-01 11:00:00,684.3
2010-03-01 12:00:00,712.5
2010-03-01 13:00:00,719.7
2010-03-01 14:00:00,691.8
2010-03-01 15:00:00,710.1
2010-03-01 16:00:00,682.4
2010-03-01 17:00:00,650.6
2010-03-01 18:00:00,638.2
2010-03-01 19:00:00,612.5
2010-03-01 20:00:00,597.2
2010-03-01 21:00:00,591.2
2010-03-01 22:00:00,573.1
2010-03-01 23:00:00,571.4
2010-03-02 00:00:00,563.9
2010-03-02 01:00:00,562.5
2010-03-02 02:00:00,559.2
2010-03-02 03:00:00,558.0
2010-03-02 04:00:00,554.2
2010-03-02 05:00:00,542.7
2010-03-02 06:00:00,555.3
2010-03-02 07:00:00,579.4
2010-03-02 08:00:00,630.9
2010-03-02 09:00:00,655.7
2010-03-02 10:00:00,704.3
2010-03-02 11:00:00,686.2
2010-03-02 12:00:00,689.5
2010-03-02 13:00:00,675.8
2010-03-02 14:00:00,680.3
2010-03-02 15:00:00,691.2
2010-03-02 16:00:00,700.8
2010-03-02 17:00:00,667.4
2010-03-02 18:00:00,642.0
2010-03-02 19:00:00,631.4
2010-03-02 20:00:00,613.1
2010-03-02 21:00:00,606.6
2010-03-02 22:00:00,596.4
2010-03-02 23:00:00,592.2
2010-03-03 00:00:00,581.5
2010-03-03 01:00:00,566.9
2010-03-03 02:00:00,566.0
2010-03-03 03:00:00,565.6
2010-03-03 04:00:00,572.3
2010-03-03 05:00:00,567.0
2010-03-03 06:00:00,576.8
2010-03-03 07:00:00,605.3
2010-03-03 08:00:00,636.2
2010-03-03 09:00:00,673.8
2010-03-03 10:00:00,714.2
2010-03-03 11:00:00,689.1
2010-03-03 12:00:00,720.6
2010-03-03 13:00:00,687.0
2010-03-03 14:00:00,718.5
2010-03-03 15:00:00,697.6
2010-03-03 16:00:00,693.9
2010-03-03 17:00:00,662.6
2010-03-03 18:00:00,649.0
2010-03-03 19:00:00,634.6
2010-03-03 20:00:00,610.6
2010-03-03 21:00:00,599.8
2010-03-03 22:00:00,587.0
2010-03-03 23:00:00,584.3
2010-03-04 00:00:00,573.9
2010-03-04 01:00:00,553.3
2010-03-04 02:00:00,556.6
2010-03-04 03:00:00,549.2
2010-03-04 04:00:00,548.6
2010-03-04 05:00:00,548.5
2010-03-04 06:00:00,567.1
2010-03-04 07:00:00,591.7
2010-03-04 08:00:00,609.0
2010-03-04 09:00:00,664.5
2010-03-04 10:00:00,697.4
2010-03-04 11:00:00,730.8
2010-03-04 12:00:00,719.1
2010-03-04 13:00:00,693.3
2010-03-04 14:00:00,713.7
2010-03-04 15:00:00,727.4
2010-03-04 16:00:00,711.5
2010-03-04 17:00:00,684.1
2010-03-04 18:00:00,658.2
2010-03-04 19:00:00,638.7
2010-03-04 20:00:00,618.8
2010-03-04 21:00:00,612.4
2010-03-04 22:00:00,602.7
2010-03-04 23:00:00,586.0
2010-03-05 00:00:00,585.1
2010-03-05 01:00:00,583.4
2010-03-05 02:00:00,578.5
2010-03-05 03:00:00,585.4
2010-03-05 04:00:00,576.4
2010-03-05 05:00:00,556.6
2010-03-05 06:00:00,572.2
2010-03-05 07:00:00,598.5
2010-03-05 08:00:00,610.8
2010-03-05 09:00:00,668.0
2010-03-05 10:00:00,698.6
2010-03-05 11:00:00,674.8
2010-03-05 12:00:00,720.6
2010-03-05 13:00:00,686.3
2010-03-05 14:00:00,677.4
2010-03-05 15:00:00,647.8
2010-03-05 16:00:00,641.2
2010-03-05 17:00:00,624.6
2010-03-05 18:00:00,597.3
2010-03-05 19:00:00,585.8
2010-03-05 20:00:00,544.7
2010-03-05 21:00:00,540.0
2010-03-05 22:00:00,543.2
2010-03-05 23:00:00,521.3
2010-03-06 00:00:00,519.2
2010-03-06 01:00:00,514.5
2010-03-06 02:00:00,502.7
2010-03-06 03:00:00,508.2
2010-03-06 04:00:00,500.1
2010-03-06 05:00:00,502.8
2010-03-06 06:00:00,500.4
2010-03-06 07:00:00,502.9
2010-03-06 08:00:00,507.2
2010-03-06 09:00:00,531.6
2010-03-06 10:00:00,549.2
2010-03-06 11:00:00,561.4
2010-03-06 12:00:00,568.0
2010-03-06 13:00:00,572.6
2010-03-06 14:00:00,578.7
2010-03-06 15:00:00,585.5
2010-03-06 16:00:00,586.7
2010-03-06 17:00:00,585.4
2010-03-06 18:00:00,584.8
2010-03-06 19:00:00,580.7
2010-03-06 20:00:00,570.5
2010-03-06 21:00:00,564.1
2010-03-06 22:00:00,568.2
2010-03-06 23:00:00,563.1
2010-03-07 00:00:00,559.5
2010-03-07 01:00:00,557.3
2010-03-07 02:00:00,557.7
2010-03-07 03:00:00,555.5
2010-03-07 04:00:00,551.7
2010-03-07 05:00:00,544.1
2010-03-07 06:00:00,543.9
2010-03-07 07:00:00,549.9
2010-03-07 08:00:00,542.9
2010-03-07 09:00:00,561.2
2010-03-07 10:00:00,567.6
2010-03-07 11:00:00,568.2
2010-03-07 12:00:00,564.1
2010-03-07 13:00:00,565.2
2010-03-07 14:00:00,575.2
2010-03-07 15:00:00,577.8
2010-03-07 16:00:00,575.2
2010-03-07 17:00:00,582.6
2010-03-07 18:00:00,586.3
2010-03-07 19:00:00,587.5
2010-03-07 20:00:00,576.5
2010-03-07 21:00:00,574.5
2010-03-07 22:00:00,559.9
2010-03-07 23:00:00,550.7
2010-03-08 00:00:00,545.6
2010-03-08 01:00:00,547.2
2010-03-08 02:00:00,544.9
2010-03-08 03:00:00,567.8
2010-03-08 04:00:00,562.7
2010-03-08 05:00:00,581.4
2010-03-08 06:00:00,584.5
2010-03-08 07:00:00,603.6
2010-03-08 08:00:00,611.5
2010-03-08 09:00:00,683.3
2010-03-08 10:00:00,729.7
2010-03-08 11:00:00,701.4
2010-03-08 12:00:00,710.6
2010-03-08 13:00:00,686.5
2010-03-08 14:00:00,715.1
2010-03-08 15:00:00,723.2
2010-03-08 16:00:00,686.1
2010-03-08 17:00:00,668.0
2010-03-08 18:00:00,632.0
2010-03-08 19:00:00,618.3
2010-03-08 20:00:00,589.0
2010-03-08 21:00:00,577.5
2010-03-08 22:00:00,562.3
2010-03-08 23:00:00,553.2
2010-03-09 00:00:00,539.0
2010-03-09 01:00:00,532.6
2010-03-09 02:00:00,527.2
2010-03-09 03:00:00,529.2
2010-03-09 04:00:00,528.4
2010-03-09 05:00:00,521.4
2010-03-09 06:00:00,532.0
2010-03-09 07:00:00,475.9
2010-03-09 08:00:00,584.2
2010-03-09 09:00:00,639.8
2010-03-09 10:00:00,701.4
2010-03-09 11:00:00,675.9
2010-03-09 12:00:00,682.8
2010-03-09 13:00:00,662.1
2010-03-09 14:00:00,677.8
2010-03-09 15:00:00,670.9
2010-03-09 16:00:00,674.1
2010-03-09 17:00:00,650.9
2010-03-09 18:00:00,629.3
2010-03-09 19:00:00,622.3
2010-03-09 20:00:00,587.5
2010-03-09 21:00:00,570.9
2010-03-09 22:00:00,559.7
2010-03-09 23:00:00,550.0
2010-03-10 00:00:00,555.3
2010-03-10 01:00:00,546.1
2010-03-10 02:00:00,550.6
2010-03-10 03:00:00,553.2
2010-03-10 04:00:00,544.2
2010-03-10 05:00:00,546.5
2010-03-10 06:00:00,559.6
2010-03-10 07:00:00,588.1
2010-03-10 08:00:00,599.3
2010-03-10 09:00:00,669.2
2010-03-10 10:00:00,703.3
2010-03-10 11:00:00,695.8
2010-03-10 12:00:00,717.0
2010-03-10 13:00:00,704.1
2010-03-10 14:00:00,703.8
2010-03-10 15:00:00,698.6
2010-03-10 16:00:00,694.9
2010-03-10 17:00:00,664.8
2010-03-10 18:00:00,640.7
2010-03-10 19:00:00,632.3
2010-03-10 20:00:00,612.4
2010-03-10 21:00:00,592.2
2010-03-10 22:00:00,587.4
2010-03-10 23:00:00,579.1
2010-03-11 00:00:00,564.2
2010-03-11 01:00:00,574.0
2010-03-11 02:00:00,572.0
2010-03-11 03:00:00,568.9
2010-03-11 04:00:00,549.8
2010-03-11 05:00:00,541.6
2010-03-11 06:00:00,562.1
2010-03-11 07:00:00,588.9
2010-03-11 08:00:00,594.3
2010-03-11 09:00:00,654.8
2010-03-11 10:00:00,704.3
2010-03-11 11:00:00,688.9
2010-03-11 12:00:00,727.2
2010-03-11 13:00:00,663.7
2010-03-11 14:00:00,674.4
2010-03-11 15:00:00,696.1
2010-03-11 16:00:00,670.3
2010-03-11 17:00:00,655.0
2010-03-11 18:00:00,643.8
2010-03-11 19:00:00,646.5
2010-03-11 20:00:00,629.2
2010-03-11 21:00:00,611.3
2010-03-11 22:00:00,598.7
2010-03-11 23:00:00,591.1
2010-03-12 00:00:00,567.8
2010-03-12 01:00:00,564.9
2010-03-12 02:00:00,568.9
2010-03-12 03:00:00,564.9
2010-03-12 04:00:00,553.1
2010-03-12 05:00:00,543.8
2010-03-12 06:00:00,542.9
2010-03-12 07:00:00,580.5
2010-03-12 08:00:00,592.1
2010-03-12 09:00:00,643.4
2010-03-12 10:00:00,651.7
2010-03-12 11:00:00,657.9
2010-03-12 12:00:00,679.1
2010-03-12 13:00:00,647.1
2010-03-12 14:00:00,659.4
2010-03-12 15:00:00,640.2
2010-03-12 16:00:00,626.8
2010-03-12 17:00:00,617.7
2010-03-12 18:00:00,593.9
2010-03-12 19:00:00,571.2
2010-03-12 20:00:00,546.5
2010-03-12 21:00:00,529.4
2010-03-12 22:00:00,527.1
2010-03-12 23:00:00,519.0
2010-03-13 00:00:00,511.5
2010-03-13 01:00:00,511.6
2010-03-13 02:00:00,516.7
2010-03-13 03:00:00,512.1
2010-03-13 04:00:00,502.6
2010-03-13 05:00:00,503.9
2010-03-13 06:00:00,502.1
2010-03-13 07:00:00,503.9
2010-03-13 08:00:00,514.1
2010-03-13 09:00:00,512.6
2010-03-13 10:00:00,536.9
2010-03-13 11:00:00,541.5
2010-03-13 12:00:00,545.1
2010-03-13 13:00:00,539.6
2010-03-13 14:00:00,538.7
2010-03-13 15:00:00,538.6
2010-03-13 16:00:00,535.6
2010-03-13 17:00:00,535.6
2010-03-13 18:00:00,535.1
2010-03-13 19:00:00,538.2
2010-03-13 20:00:00,533.1
2010-03-13 21:00:00,524.0
2010-03-13 22:00:00,529.8
2010-03-13 23:00:00,523.7
2010-03-14 00:00:00,518.0
2010-03-14 01:00:00,523.9
2010-03-14 02:00:00,522.0
2010-03-14 03:00:00,513.3
2010-03-14 04:00:00,513.5
2010-03-14 05:00:00,498.3
2010-03-14 06:00:00,489.3
2010-03-14 07:00:00,494.5
2010-03-14 08:00:00,502.2
2010-03-14 09:00:00,500.9
2010-03-14 10:00:00,517.4
2010-03-14 11:00:00,527.6
2010-03-14 12:00:00,535.1
2010-03-14 13:00:00,536.0
2010-03-14 14:00:00,545.9
2010-03-14 15:00:00,545.7
2010-03-14 16:00:00,551.2
2010-03-14 17:00:00,544.6
2010-03-14 18:00:00,541.7
2010-03-14 19:00:00,521.7
2010-03-14 20:00:00,525.8
2010-03-14 21:00:00,505.9
2010-03-14 22:00:00,507.1
2010-03-14 23:00:00,517.4
2010-03-15 00:00:00,519.7
2010-03-15 01:00:00,509.0
2010-03-15 02:00:00,508.9
2010-03-15 03:00:00,503.3
2010-03-15 04:00:00,543.4
2010-03-15 05:00:00,521.9
2010-03-15 06:00:00,542.5
2010-03-15 07:00:00,552.9
2010-03-15 08:00:00,597.9
2010-03-15 09:00:00,625.4
2010-03-15 10:00:00,676.5
2010-03-15 11:00:00,654.0
2010-03-15 12:00:00,674.8
2010-03-15 13:00:00,699.1
2010-03-15 14:00:00,700.5
2010-03-15 15:00:00,671.1
2010-03-15 16:00:00,663.6
2010-03-15 17:00:00,620.3
2010-03-15 18:00:00,613.9
2010-03-15 19:00:00,603.0
2010-03-15 20:00:00,578.6
2010-03-15 21:00:00,573.3
2010-03-15 22:00:00,553.5
2010-03-15 23:00:00,555.5
2010-03-16 00:00:00,538.0
2010-03-16 01:00:00,533.1
2010-03-16 02:00:00,529.1
2010-03-16 03:00:00,537.8
2010-03-16 04:00:00,526.8
2010-03-16 05:00:00,525.5
2010-03-16 06:00:00,536.5
2010-03-16 07:00:00,567.3
2010-03-16 08:00:00,591.8
2010-03-16 09:00:00,647.1
2010-03-16 10:00:00,691.7
2010-03-16 11:00:00,676.6
2010-03-16 12:00:00,721.2
2010-03-16 13:00:00,677.0
2010-03-16 14:00:00,691.3
2010-03-16 15:00:00,683.6
2010-03-16 16:00:00,723.2
2010-03-16 17:00:00,673.7
2010-03-16 18:00:00,636.7
2010-03-16 19:00:00,624.1
2010-03-16 20:00:00,600.3
2010-03-16 21:00:00,585.5
2010-03-16 22:00:00,573.7
2010-03-16 23:00:00,566.7
2010-03-17 00:00:00,559.9
2010-03-17 01:00:00,552.6
2010-03-17 02:00:00,550.4
2010-03-17 03:00:00,542.7
2010-03-17 04:00:00,549.8
2010-03-17 05:00:00,549.4
2010-03-17 06:00:00,553.3
2010-03-17 07:00:00,583.7
2010-03-17 08:00:00,597.1
2010-03-17 09:00:00,621.7
2010-03-17 10:00:00,691.3
2010-03-17 11:00:00,673.7
2010-03-17 12:00:00,669.3
2010-03-17 13:00:00,654.3
2010-03-17 14:00:00,664.6
2010-03-17 15:00:00,662.3
2010-03-17 16:00:00,632.0
2010-03-17 17:00:00,584.6
2010-03-17 18:00:00,561.7
2010-03-17 19:00:00,557.3
2010-03-17 20:00:00,546.2
2010-03-17 21:00:00,535.3
2010-03-17 22:00:00,511.5
2010-03-17 23:00:00,512.9
2010-03-18 00:00:00,507.9
2010-03-18 01:00:00,499.8
2010-03-18 02:00:00,499.5
2010-03-18 03:00:00,497.8
2010-03-18 04:00:00,491.9
2010-03-18 05:00:00,486.6
2010-03-18 06:00:00,507.5
2010-03-18 07:00:00,534.8
2010-03-18 08:00:00,562.4
2010-03-18 09:00:00,602.9
2010-03-18 10:00:00,664.3
2010-03-18 11:00:00,684.2
2010-03-18 12:00:00,707.4
2010-03-18 13:00:00,713.2
2010-03-18 14:00:00,687.3
2010-03-18 15:00:00,720.2
2010-03-18 16:00:00,689.6
2010-03-18 17:00:00,671.1
2010-03-18 18:00:00,642.2
2010-03-18 19:00:00,618.1
2010-03-18 20:00:00,568.4
2010-03-18 21:00:00,526.6
2010-03-18 22:00:00,495.0
2010-03-18 23:00:00,484.1
2010-03-19 00:00:00,481.6
2010-03-19 01:00:00,485.7
2010-03-19 02:00:00,487.8
2010-03-19 03:00:00,505.7
2010-03-19 04:00:00,492.3
2010-03-19 05:00:00,516.9
2010-03-19 06:00:00,530.7
2010-03-19 07:00:00,554.0
2010-03-19 08:00:00,572.2
2010-03-19 09:00:00,624.0
2010-03-19 10:00:00,652.5
2010-03-19 11:00:00,646.1
2010-03-19 12:00:00,686.8
2010-03-19 13:00:00,598.1
2010-03-19 14:00:00,609.3
2010-03-19 15:00:00,595.6
2010-03-19 16:00:00,579.5
2010-03-19 17:00:00,537.1
2010-03-19 18:00:00,512.0
2010-03-19 19:00:00,496.1
2010-03-19 20:00:00,474.1
2010-03-19 21:00:00,471.0
2010-03-19 22:00:00,460.8
2010-03-19 23:00:00,443.8
2010-03-20 00:00:00,439.4
2010-03-20 01:00:00,439.5
2010-03-20 02:00:00,453.0
2010-03-20 03:00:00,445.2
2010-03-20 04:00:00,442.0
2010-03-20 05:00:00,439.2
2010-03-20 06:00:00,444.7
2010-03-20 07:00:00,455.4
2010-03-20 08:00:00,454.5
2010-03-20 09:00:00,452.7
2010-03-20 10:00:00,460.6
2010-03-20 11:00:00,463.7
2010-03-20 12:00:00,466.2
2010-03-20 13:00:00,484.1
2010-03-20 14:00:00,488.2
2010-03-20 15:00:00,484.2
2010-03-20 16:00:00,490.9
2010-03-20 17:00:00,492.0
2010-03-20 18:00:00,488.4
2010-03-20 19:00:00,476.3
2010-03-20 20:00:00,470.2
2010-03-20 21:00:00,472.1
2010-03-20 22:00:00,493.3
2010-03-20 23:00:00,492.3
2010-03-21 00:00:00,495.5
