source,similarity,target,rank
56,0.00432189992221077,24,29
45,0.004327547501106865,24,30
19,0.004333950603178094,24,31
107,0.0043412832611839924,24,32
27,0.004350139028474254,24,33
63,0.004357858068068987,24,34
119,0.00442648807097501,24,35
83,0.004432901689669477,24,36
90,0.00444445712337993,24,37
77,0.004460304965549611,24,38
93,0.004502232281080265,24,39
12,0.0045187841493857794,24,40
37,0.0045405598705894334,24,41
5,0.0045592455870662185,24,42
79,0.004572432138077009,24,43
65,0.004647543987921776,24,44
14,0.004654443477231873,24,45
87,0.004664688071990941,24,46
29,0.00500257325605713,24,47
97,0.005434983616446898,24,48
111,0.0055365170289319865,24,49
76,0.005832533242764892,24,50
64,0.0058935953717235146,24,51
116,0.005961827719469848,24,52
48,0.005979996529794307,24,53
96,0.006183916362913711,24,54
102,0.006206914163345401,24,55
17,0.006252684689909249,24,56
35,0.006257077063226202,24,57
22,0.006439065648316866,24,58
73,0.0066409111222150985,24,59
84,0.007170242225908341,24,60
42,0.007188528362065516,24,61
55,0.007243106673539557,24,62
44,0.007275874993988074,24,63
26,0.007378360394160621,24,64
2,0.007877850461150415,24,65
10,0.008049511316452929,24,66
62,0.00834764485705175,24,67
88,0.0084642076511936,24,68
7,0.008673314088803008,24,69
25,0.00870746021369484,24,70
95,0.009105727640347339,24,71
89,0.009172505619300608,24,72
101,0.009309523194940272,24,73
78,0.009324970174012903,24,74
114,0.009905286032852456,24,75
9,0.00991709352509551,24,76
33,0.010117916613232802,24,77
106,0.01031408949016932,24,78
11,0.010549676301322641,24,79
98,0.012586990148325317,24,80
6,0.013025075096191219,24,81
40,0.014164415201669223,24,82
38,0.018351373692176542,24,83
46,0.020290410956317673,24,84
94,0.02154867760592405,24,85
18,0.05292182006960999,24,86
3,0.058230675771215656,24,87
112,0.08079618945352773,24,88
106,0.006216767116463129,25,1
114,0.006755998974545929,25,2
101,0.007104770962699791,25,3
73,0.007705950251973515,25,4
6,0.007731258039241462,25,5
42,0.007896598132069332,25,6
84,0.008115956332469754,25,7
35,0.008290162518738153,25,8
55,0.008622054650491151,25,9
48,0.008716550682632884,25,10
7,0.00903497810950915,25,11
116,0.009059727044547161,25,12
119,0.009184502677701767,25,13
98,0.009298445682349943,25,14
83,0.009418694999592914,25,15
17,0.009458347576180803,25,16
33,0.009478157180048186,25,17
64,0.009506805519057249,25,18
40,0.009545306277568222,25,19
22,0.009748110980087876,25,20
9,0.009803723814705179,25,21
96,0.009809229470260306,25,22
14,0.009885939188061132,25,23
87,0.010013787177540201,25,24
2,0.010167995941227526,25,25
102,0.010170665423573366,25,26
0,0.010245662762005892,25,27
44,0.010247503532065494,25,28
26,0.010266993847850236,25,29
95,0.010325135139311103,25,30
90,0.010335082565683162,25,31
89,0.010475514041990541,25,32
46,0.010503720764894142,25,33
85,0.010513810643261068,25,34
86,0.010532334720919745,25,35
47,0.010550865883475424,25,36
63,0.01060678492633027,25,37
23,0.010607402493335583,25,38
10,0.010910413905653171,25,39
62,0.010925585918764913,25,40
79,0.011107670837202877,25,41
97,0.01116638656275215,25,42
29,0.011211753072680408,25,43
82,0.011349922900787734,25,44
75,0.011364140788644561,25,45
120,0.011428874371454567,25,46
16,0.011429790777973903,25,47
76,0.01146949733833269,25,48
113,0.011472423481696192,25,49
88,0.011530190070800916,25,50
56,0.01163228391912341,25,51
80,0.01164127305651641,25,52
65,0.01176926788215249,25,53
37,0.011812169449147869,25,54
111,0.011862772065618699,25,55
24,0.01190729454333439,25,56
110,0.011907574250275998,25,57
72,0.011913210410199104,25,58
8,0.011938007550334362,25,59
74,0.011961184945341707,25,60
28,0.011961783934349102,25,61
4,0.011968849807716064,25,62
107,0.012020270800841337,25,63
31,0.012031731226759823,25,64
34,0.012100633124390914,25,65
11,0.012121134590163507,25,66
69,0.012131343926966465,25,67
81,0.012176482742176309,25,68
117,0.012207222751941194,25,69
19,0.012218124716495637,25,70
45,0.012261662677511831,25,71
12,0.012284691866931818,25,72
41,0.01229271112065311,25,73
77,0.01232728897584312,25,74
13,0.012333395172737127,25,75
30,0.012476518624832678,25,76
93,0.01249556355371162,25,77
68,0.012693383365564914,25,78
27,0.012726517619251365,25,79
51,0.0127707066786783,25,80
1,0.013013929504901878,25,81
94,0.013199383171648815,25,82
5,0.01439166068857567,25,83
78,0.01461202262627892,25,84
38,0.020399974251981923,25,85
3,0.029509708794682066,25,86
18,0.05283956325112249,25,87
112,0.0825300765282252,25,88
88,0.003958288639086205,26,1
10,0.003976311114231468,26,2
89,0.0041372441654825565,26,3
7,0.004748182474528129,26,4
48,0.005580419754550148,26,5
73,0.006072006256040541,26,6
11,0.006157882259947733,26,7
87,0.0067893792363679095,26,8
14,0.0071312829247782705,26,9
6,0.007170937486196349,26,10
119,0.007349911201851578,26,11
23,0.007376774576363987,26,12
106,0.007446065650184908,26,13
17,0.007467260091439387,26,14
90,0.007590966812770494,26,15
0,0.007615718200433053,26,16
102,0.0076390649470393646,26,17
83,0.007674126085807753,26,18
111,0.0077229501356524954,26,19
75,0.007753924491930686,26,20
82,0.007765315900092662,26,21
85,0.00783559978965509,26,22
76,0.007937540798090725,26,23
113,0.007938859968239731,26,24
120,0.007939213055849215,26,25
79,0.00797712428999231,26,26
63,0.007993835095809865,26,27
55,0.008012294465229441,26,28
12,0.008042528415312944,26,29
56,0.008100200749123099,26,30
65,0.008143656261799359,26,31
45,0.008148650388487888,26,32
16,0.00815433143704225,26,33
84,0.008164757010733492,26,34
28,0.008182579364335307,26,35
86,0.008275726660515792,26,36
34,0.008291453709421415,26,37
81,0.008398309154153405,26,38
80,0.008413780166166895,26,39
4,0.008459021042211301,26,40
47,0.008465191267818972,26,41
69,0.008473551955846315,26,42
110,0.008474937885657341,26,43
72,0.008479636852630423,26,44
37,0.00848883487235852,26,45
64,0.008491674630907053,26,46
24,0.008492731809362941,26,47
44,0.008510434819993695,26,48
74,0.008512828477338363,26,49
117,0.008535810882923212,26,50
8,0.008624504139865707,26,51
13,0.00865998426220671,26,52
25,0.008675307361497686,26,53
9,0.008717297975035065,26,54
101,0.008717720159875597,26,55
77,0.008726619809089509,26,56
97,0.008747189727457028,26,57
68,0.00875906793831771,26,58
51,0.008803188315294252,26,59
30,0.008892047467939368,26,60
116,0.008908835825536476,26,61
93,0.008962419604664817,26,62
35,0.008985489685351622,26,63
31,0.009029392304562456,26,64
41,0.009071254882005442,26,65
1,0.009083295520910473,26,66
19,0.009094566752137045,26,67
107,0.00917032471512802,26,68
95,0.009337853805715168,26,69
27,0.009459678162307972,26,70
29,0.009489857405856617,26,71
22,0.009515429136459863,26,72
78,0.009696626385637397,26,73
42,0.009718330084191873,26,74
114,0.00972275153630675,26,75
96,0.009863422905230568,26,76
5,0.00990858415798701,26,77
62,0.010952964619603933,26,78
33,0.01167362337777289,26,79
2,0.012211344082006304,26,80
98,0.013681066729317237,26,81
40,0.014780611697219004,26,82
38,0.016695963515925727,26,83
46,0.02258543618036979,26,84
94,0.023243412063072455,26,85
18,0.049683235397504744,26,86
3,0.05303513640914859,26,87
112,0.07658458358025633,26,88
31,0.003826405666080279,27,1
120,0.0038302924149479223,27,2
41,0.0038489846540324946,27,3
81,0.0038644045888993617,27,4
77,0.0038992777528831235,27,5
69,0.00392210889516964,27,6
13,0.003939468499917553,27,7
19,0.003963263319754939,27,8
117,0.003976574656875065,27,9
107,0.0039936023892342964,27,10
93,0.003997539287941776,27,11
16,0.004008531870743459,27,12
113,0.0040165320018467066,27,13
74,0.004036422107783988,27,14
0,0.004046507585918402,27,15
72,0.004055808081392165,27,16
86,0.0040682719210343166,27,17
110,0.004069786650150342,27,18
82,0.004070024420648188,27,19
80,0.004088355471745242,27,20
24,0.004115436153671603,27,21
4,0.004134839513063149,27,22
51,0.004150819167740738,27,23
75,0.004153373259364712,27,24
63,0.0041626951138650226,27,25
23,0.0041708799108812755,27,26
1,0.004173820598808442,27,27
37,0.0041818598163246845,27,28
68,0.0042030394832144324,27,29
65,0.00422164528187996,27,30
47,0.0042242722000774835,27,31
79,0.004253212111324012,27,32
85,0.004292859913585301,27,33
56,0.00432760711920932,27,34
28,0.004333953120078005,27,35
30,0.004338652837779788,27,36
8,0.004363576561318694,27,37
45,0.00440053948790875,27,38
29,0.004415038053433906,27,39
87,0.004429308269548127,27,40
90,0.004431946620716998,27,41
34,0.004452272402732271,27,42
5,0.004495057831263138,27,43
119,0.004539599126804239,27,44
83,0.004613314788424083,27,45
97,0.004736647943889838,27,46
14,0.00492422131134751,27,47
12,0.004955362341281577,27,48
111,0.005274095463799311,27,49
76,0.0052969361749614086,27,50
96,0.005513197158539707,27,51
22,0.005653571539189217,27,52
116,0.005714346444569474,27,53
102,0.0061338348995837455,27,54
17,0.006137930342954623,27,55
35,0.006156179216903368,27,56
48,0.006210731721560947,27,57
64,0.006320609093951934,27,58
44,0.006592970201199311,27,59
55,0.0067441283466429525,27,60
73,0.006871499793948965,27,61
84,0.00703367429082824,27,62
62,0.007053241694133683,27,63
42,0.0073923157724471444,27,64
2,0.007701820137706816,27,65
26,0.007840822573366268,27,66
10,0.008542118243305419,27,67
95,0.008918948239694413,27,68
88,0.008924563596082069,27,69
25,0.008996092662055255,27,70
78,0.009094743011984319,27,71
101,0.0093152936929487,27,72
7,0.009325443518887422,27,73
33,0.009752110038301898,27,74
89,0.009893044955553765,27,75
9,0.01021040495815595,27,76
114,0.010432245427360987,27,77
11,0.011331660456987525,27,78
106,0.012125491527397392,27,79
98,0.013328992154828634,27,80
40,0.014142912386600814,27,81
6,0.014268776719704612,27,82
38,0.018517005689000388,27,83
46,0.022325185552114823,27,84
94,0.02309125628711839,27,85
18,0.05252031558840764,27,86
3,0.057860013599484894,27,87
112,0.07832543477145759,27,88
16,0.003840637440950867,28,1
75,0.0038415157839264413,28,2
24,0.0038434411500247734,28,3
1,0.0038626929564873347,28,4
4,0.0038627318400049626,28,5
23,0.003877143826568119,28,6
68,0.0038992359690496192,28,7
34,0.0039309052293005076,28,8
82,0.003970089451545755,28,9
45,0.003971397124320708,28,10
117,0.003972039851499187,28,11
56,0.003977727828073041,28,12
81,0.00400514632756499,28,13
30,0.004006678754459259,28,14
120,0.004009089267701715,28,15
31,0.004014736414247322,28,16
13,0.004019135042335864,28,17
110,0.00402142766281377,28,18
8,0.004033047897791686,28,19
113,0.004034947531147304,28,20
72,0.00404591903148499,28,21
80,0.004049456713471233,28,22
51,0.0040583539672307545,28,23
12,0.0040715985710292335,28,24
69,0.004097430893280407,28,25
74,0.004098259093071488,28,26
86,0.004187154087563316,28,27
41,0.004194473481956562,28,28
5,0.004200481995153438,28,29
85,0.004231170045293164,28,30
19,0.004268068105346412,28,31
0,0.004279854700726893,28,32
107,0.0043395826381755764,28,33
93,0.004406141866401203,28,34
77,0.004422214822355941,28,35
90,0.004422863081316564,28,36
27,0.004439052314433978,28,37
14,0.00446017576191704,28,38
37,0.0045333960949444085,28,39
47,0.004541245551874407,28,40
119,0.004548878522166455,28,41
65,0.004558703896133887,28,42
63,0.004578059633098874,28,43
87,0.004579313792176576,28,44
83,0.004763251093165111,28,45
79,0.004826418939198884,28,46
111,0.004924590480007152,28,47
76,0.005108323285074601,28,48
29,0.005414703765676432,28,49
48,0.005907848065812904,28,50
97,0.005990739459162953,28,51
64,0.006052837616992934,28,52
17,0.006101158799864503,28,53
102,0.006233207963493248,28,54
116,0.0062894165998793605,28,55
96,0.006794449554432758,28,56
35,0.006910575475106651,28,57
26,0.007102476085714682,28,58
73,0.007107265004980601,28,59
22,0.007137028339655904,28,60
78,0.007551007459485226,28,61
10,0.007569953296802989,28,62
44,0.007742710202225389,28,63
88,0.00787282416974222,28,64
84,0.007882326657317917,28,65
42,0.007955165602752667,28,66
55,0.008090904029540602,28,67
2,0.008837759248248367,28,68
7,0.008932258909063573,28,69
89,0.008974665650451352,28,70
62,0.009024117761781691,28,71
9,0.009307650938983336,28,72
95,0.009437767915261075,28,73
25,0.009675745440907546,28,74
11,0.00990467112697302,28,75
101,0.010186063859292993,28,76
114,0.011011787155895902,28,77
33,0.011348620016711886,28,78
106,0.011566030502831781,28,79
6,0.013945559726860846,28,80
98,0.01447984671502256,28,81
40,0.015226952332423105,28,82
38,0.01648652462685629,28,83
46,0.022470414171869346,28,84
94,0.024568808940657716,28,85
18,0.04734951983245006,28,86
3,0.0618850416447313,28,87
112,0.07342276259829572,28,88
79,0.004161695460918158,29,1
37,0.004206071753027563,29,2
41,0.004235480779596124,29,3
77,0.004270839082372357,29,4
27,0.004352881565990674,29,5
97,0.004417820064730016,29,6
81,0.004419549609264606,29,7
0,0.004425819954895216,29,8
120,0.004428818541242885,29,9
69,0.0045036488038259215,29,10
90,0.004506608912298926,29,11
13,0.004528977710109072,29,12
110,0.00458045318251965,29,13
93,0.004584476268443938,29,14
31,0.004618264611780165,29,15
23,0.004622966471558243,29,16
80,0.0047218595573628175,29,17
119,0.00472433441304243,29,18
75,0.0047311348318476165,29,19
85,0.004743409745987193,29,20
51,0.004779165154231935,29,21
117,0.004803345747346088,29,22
82,0.0048066803452581075,29,23
86,0.00481584189670059,29,24
16,0.004827500723850187,29,25
72,0.004864529112263316,29,26
63,0.004866865691657396,29,27
113,0.004875557669578923,29,28
22,0.004879227016069132,29,29
4,0.004886145357851257,29,30
19,0.004900348442435143,29,31
74,0.004954376348662026,29,32
34,0.004958462761344928,29,33
65,0.004961128035308904,29,34
45,0.004968947893570164,29,35
56,0.004973373447814011,29,36
24,0.004987491027123481,29,37
107,0.004995755702710936,29,38
83,0.004996361132375449,29,39
87,0.005010128444961293,29,40
68,0.00505906525483113,29,41
8,0.005136417532544457,29,42
47,0.005158558932421897,29,43
1,0.005257782361544727,29,44
28,0.005268596601562536,29,45
14,0.005408842844209394,29,46
96,0.005482245073937464,29,47
30,0.005501016067355202,29,48
5,0.005521424981662526,29,49
111,0.005605499070660325,29,50
12,0.005914252227602668,29,51
55,0.005995618356013921,29,52
116,0.006421639049978722,29,53
48,0.006428274580544513,29,54
76,0.0064950045463243455,29,55
62,0.006503573661504447,29,56
73,0.006721876978941332,29,57
35,0.006753982309346873,29,58
17,0.006993167300033187,29,59
84,0.007041209434338502,29,60
42,0.0070700724694759964,29,61
102,0.0071839276524511275,29,62
64,0.007288642548139768,29,63
44,0.0074277947777795506,29,64
26,0.008187407272208902,29,65
25,0.008406558984022539,29,66
2,0.008466555205914106,29,67
7,0.0091364834491382,29,68
10,0.009145966719342424,29,69
101,0.0095132226896949,29,70
88,0.00960985238272094,29,71
89,0.01024313514068298,29,72
9,0.010276082701859979,29,73
33,0.01030027296952396,29,74
114,0.010564409964539778,29,75
78,0.0108570845449375,29,76
95,0.010920939114993145,29,77
106,0.011714106393209134,29,78
11,0.012836463438877233,29,79
6,0.013707760342945852,29,80
98,0.013936102029704966,29,81
40,0.016096345922448796,29,82
38,0.021720095726071253,29,83
46,0.02282539451454435,29,84
94,0.024000735425718345,29,85
18,0.05453671643299485,29,86
3,0.058538063984390654,29,87
112,0.0795410810482644,29,88
31,0.003826131833317148,30,1
69,0.003828725416272216,30,2
1,0.0038354143342357316,30,3
72,0.003844707949477999,30,4
16,0.0038558022530192915,30,5
81,0.0038603126401758336,30,6
113,0.003875009769412019,30,7
75,0.0038922143307713597,30,8
120,0.0038999567508646305,30,9
82,0.003905216419939239,30,10
13,0.0039247231889144585,30,11
68,0.003937783029566599,30,12
28,0.0039400082654588164,30,13
117,0.0039410513666533475,30,14
110,0.003944067283578989,30,15
8,0.003953960019703273,30,16
23,0.00396294599554714,30,17
24,0.003967304082463707,30,18
4,0.003970330841098657,30,19
0,0.004014880572815294,30,20
86,0.004017813363865863,30,21
85,0.0040218188160688895,30,22
19,0.00405870805847941,30,23
51,0.004059760920916089,30,24
80,0.004067029650539955,30,25
47,0.004076007064454101,30,26
27,0.004076645132387813,30,27
56,0.004090363927615082,30,28
34,0.004094733658623673,30,29
93,0.004124272429503972,30,30
41,0.004127115738464249,30,31
74,0.004135341014859906,30,32
63,0.004158254758522606,30,33
107,0.004163555537328167,30,34
45,0.004174136443093501,30,35
119,0.004203930710643955,30,36
90,0.004239239162263653,30,37
65,0.004268387475814817,30,38
77,0.004289613649922974,30,39
83,0.004338960814605497,30,40
12,0.0044013831173868034,30,41
5,0.004418790606064205,30,42
79,0.00447557583285807,30,43
37,0.004482560096223831,30,44
14,0.00452346732963016,30,45
87,0.004535775576218537,30,46
76,0.004871084962066452,30,47
29,0.005059561271742785,30,48
111,0.005098468172915038,30,49
97,0.005296316850862293,30,50
64,0.0054761883614748985,30,51
116,0.005846463685765468,30,52
102,0.005872660041002731,30,53
48,0.005899224792227709,30,54
17,0.005948661157539226,30,55
96,0.006226135399970523,30,56
35,0.006283943935205372,30,57
22,0.006456822759555392,30,58
73,0.006503709703395977,30,59
26,0.00708634598488167,30,60
44,0.007088502019983567,30,61
42,0.007287255917215463,30,62
84,0.007386992385376656,30,63
55,0.007389681173242679,30,64
10,0.007569143092742481,30,65
88,0.007944149063381256,30,66
2,0.008077422801938905,30,67
62,0.008100732295736157,30,68
78,0.008126693106662697,30,69
7,0.00845555958965416,30,70
95,0.008602909697048355,30,71
89,0.008697935665040069,30,72
25,0.008832281283638777,30,73
9,0.009388619481205174,30,74
101,0.00946293599578829,30,75
114,0.010226809559537364,30,76
33,0.010268002183717706,30,77
11,0.010291611239991005,30,78
106,0.010801887877604166,30,79
98,0.013128440442505385,30,80
6,0.01315056248262858,30,81
40,0.013738168358939262,30,82
38,0.017068417587717044,30,83
46,0.020243353200413594,30,84
94,0.022526567903486727,30,85
18,0.04967339931977133,30,86
3,0.0552680610265609,30,87
112,0.07655759524377348,30,88
1,0.003735476939391691,31,1
82,0.0038159093498406627,31,2
68,0.0038227137534067035,31,3
4,0.0038520637388200774,31,4
81,0.003862910963722044,31,5
69,0.003868764400145941,31,6
13,0.00387576092915376,31,7
24,0.003879260762584713,31,8
120,0.003882329703568721,31,9
72,0.0038836666196487846,31,10
110,0.0038941567840364844,31,11
75,0.0038970832862762483,31,12
8,0.003899023618836317,31,13
117,0.0039003975922897727,31,14
16,0.003936232493180536,31,15
51,0.003938296782438955,31,16
41,0.003943854724284268,31,17
28,0.0039487688011343725,31,18
30,0.003961967817652345,31,19
113,0.0039677167904339505,31,20
34,0.004005054387317797,31,21
23,0.004018700640817774,31,22
27,0.004044068641812948,31,23
19,0.004063628230819294,31,24
80,0.004075247155399642,31,25
93,0.004075803444533399,31,26
74,0.004079049610981378,31,27
77,0.0040802024250580216,31,28
86,0.004087746705398687,31,29
45,0.004104076116165922,31,30
56,0.00413193308408899,31,31
107,0.004156932980304284,31,32
0,0.004161331343220498,31,33
85,0.004194175076621232,31,34
5,0.004238775227015101,31,35
37,0.004288273723312641,31,36
65,0.004327175584025178,31,37
90,0.004340877546731292,31,38
47,0.004363415674356275,31,39
63,0.0043997923354069934,31,40
79,0.00443529335447046,31,41
12,0.0045030967091461704,31,42
87,0.004633721536873248,31,43
119,0.004634789362718883,31,44
83,0.004659813665014112,31,45
14,0.0048832460390063614,31,46
29,0.004998918244308315,31,47
111,0.0052571751838571545,31,48
97,0.005277692616185492,31,49
76,0.005326443801929037,31,50
48,0.006299596054920142,31,51
96,0.0063133434039782665,31,52
116,0.0063171367341797735,31,53
64,0.006331186574194958,31,54
17,0.006417061085246978,31,55
22,0.006488042480024214,31,56
102,0.006542926836484719,31,57
35,0.006545903057487257,31,58
73,0.007094242668914452,31,59
44,0.007230814583295664,31,60
84,0.007522321916987651,31,61
26,0.007561800195377666,31,62
55,0.007666520979368263,31,63
42,0.007966348378630195,31,64
10,0.008063923233703196,31,65
62,0.008197972570218037,31,66
88,0.008336540905498513,31,67
2,0.008410607244108248,31,68
78,0.008964264755511153,31,69
7,0.009223902478026624,31,70
89,0.009430672203792678,31,71
95,0.009467005531864636,31,72
25,0.009529523402854068,31,73
101,0.010242849428442224,31,74
9,0.010693152832876307,31,75
11,0.010836482303423267,31,76
114,0.01094622957227731,31,77
33,0.011148195058511612,31,78
106,0.012060848922981982,31,79
98,0.01419824641732459,31,80
6,0.014509814381249875,31,81
40,0.014796898707111206,31,82
38,0.017913903148794152,31,83
46,0.022709453031375504,31,84
94,0.02414941777138735,31,85
18,0.051768336636087486,31,86
3,0.05961886819004969,31,87
112,0.0794415396741146,31,88
96,0.0046451201538232345,33,1
84,0.004874164040920226,33,2
44,0.005357350659455196,33,3
116,0.005488691277364843,33,4
55,0.0054997097892601765,33,5
97,0.0055111042793599685,33,6
29,0.005536349612930369,33,7
35,0.0056209323946858625,33,8
62,0.005632179026015316,33,9
42,0.005645004874872295,33,10
22,0.005688168048461728,33,11
102,0.0058993557190758494,33,12
63,0.005911084431262759,33,13
2,0.005983978287001035,33,14
87,0.006011148875361694,33,15
79,0.006030842726453378,33,16
119,0.0061095761970232365,33,17
77,0.00613339570029936,33,18
73,0.006141515908982709,33,19
101,0.006177556054053901,33,20
0,0.006190683582323442,33,21
64,0.006203012342438918,33,22
65,0.006223498384036574,33,23
107,0.006230471414487959,33,24
47,0.006267737960944486,33,25
48,0.006328536696901366,33,26
86,0.006345488822355194,33,27
120,0.0063681704085674085,33,28
27,0.006401175338093035,33,29
93,0.006462388485064641,33,30
19,0.00649500268124803,33,31
83,0.006506088030962864,33,32
82,0.006508060809592764,33,33
37,0.0065686077848226,33,34
80,0.006630846979296168,33,35
41,0.006632249418331071,33,36
31,0.006642972837873629,33,37
90,0.006664505126809495,33,38
23,0.006746465203539609,33,39
25,0.006774317314153455,33,40
81,0.006787159547014809,33,41
14,0.006805022231208935,33,42
113,0.006813705540925752,33,43
117,0.006815272860289157,33,44
111,0.006829221998236545,33,45
13,0.006894834158806873,33,46
69,0.006925286705539602,33,47
16,0.006938238121631524,33,48
74,0.006947182779611039,33,49
75,0.006948293537333505,33,50
56,0.006968155599608283,33,51
85,0.006977458541025272,33,52
72,0.006981784454679341,33,53
95,0.00702557232833434,33,54
76,0.007065650948709701,33,55
17,0.007087043086889011,33,56
114,0.00719052892595573,33,57
24,0.007215547461071781,33,58
110,0.007341315763504497,33,59
8,0.007347782927724644,33,60
4,0.0073980845525711825,33,61
51,0.007457728456807811,33,62
45,0.007540028438722368,33,63
28,0.00757917442968381,33,64
68,0.007692339972007356,33,65
30,0.007706850272685917,33,66
34,0.007735626575706589,33,67
26,0.008006347835575411,33,68
1,0.008068900612773988,33,69
12,0.008259269839933303,33,70
7,0.008284393818597469,33,71
98,0.008403606766563154,33,72
5,0.008497092200803413,33,73
106,0.008643360502929243,33,74
10,0.00885958297352163,33,75
11,0.009056493201939686,33,76
9,0.009238210242575873,33,77
89,0.009366593093645403,33,78
88,0.009414658982178858,33,79
40,0.010366821796992332,33,80
6,0.01055714858604384,33,81
78,0.010816958268743071,33,82
94,0.014312378764597677,33,83
46,0.015158211802973276,33,84
38,0.016462742901602878,33,85
3,0.04101906899048846,33,86
18,0.051497930864549124,33,87
112,0.08120426225797739,33,88
23,0.004100376197328726,34,1
119,0.004210274598657637,34,2
75,0.00425840492764229,34,3
82,0.004297876305885184,34,4
0,0.004300081675308598,34,5
90,0.0043054562268498575,34,6
120,0.0043068049620121895,34,7
113,0.004337779945588371,34,8
79,0.0043643650143903034,34,9
16,0.00436592520115453,34,10
24,0.004413220840195353,34,11
69,0.004424486761891888,34,12
86,0.004424922595851477,34,13
83,0.004431309551998108,34,14
85,0.004463342473870147,34,15
63,0.004485628169119349,34,16
72,0.004494854965244155,34,17
4,0.004514980836763827,34,18
81,0.004521700350863189,34,19
56,0.004524008393863133,34,20
110,0.004524324718281236,34,21
87,0.004525519659035471,34,22
77,0.004535368288203223,34,23
80,0.004547012925747107,34,24
47,0.0045497029056635885,34,25
41,0.004556684956573243,34,26
8,0.004580206001475462,34,27
14,0.0045810764091951395,34,28
13,0.004591015987546299,34,29
37,0.004592132664243631,34,30
31,0.004620954815497291,34,31
74,0.004627259725064059,34,32
28,0.004634725673643758,34,33
117,0.0046396552933835045,34,34
68,0.004655907216262745,34,35
65,0.004679689670654907,34,36
45,0.004680976384646374,34,37
93,0.004683782910551493,34,38
51,0.004688875048013408,34,39
107,0.004728050574585807,34,40
19,0.004755162184695849,34,41
1,0.004760510459787315,34,42
27,0.00477496755554585,34,43
12,0.004828138917276958,34,44
30,0.004883976647636734,34,45
29,0.00505382354530115,34,46
48,0.005208562036980724,34,47
111,0.00523546054155144,34,48
97,0.005235711697420875,34,49
5,0.005368340345224376,34,50
116,0.005567899304264157,34,51
76,0.005813094167693933,34,52
96,0.00582897598110188,34,53
35,0.005859948976691176,34,54
22,0.00596267475043355,34,55
64,0.005963779126973878,34,56
73,0.0060145024083646526,34,57
102,0.006035607046579128,34,58
84,0.006300983504288649,34,59
17,0.006469619595077081,34,60
55,0.00655524638598981,34,61
26,0.00655682312565109,34,62
42,0.0066698567377534435,34,63
44,0.006803151625423998,34,64
10,0.00708877730449442,34,65
88,0.007406474619606862,34,66
2,0.007466439966867022,34,67
62,0.007501507458361756,34,68
25,0.007525035591252727,34,69
7,0.007546062879426052,34,70
89,0.00798861816807983,34,71
101,0.008231544382743095,34,72
114,0.008691633503811635,34,73
9,0.008872877845660487,34,74
78,0.008881544638982053,34,75
95,0.008996237484248826,34,76
11,0.009351684730818821,34,77
106,0.009444720643899895,34,78
33,0.009538374694793683,34,79
6,0.011238951326289937,34,80
98,0.011586989201412878,34,81
40,0.012723401308528448,34,82
38,0.017363155607858505,34,83
46,0.0176453520315345,34,84
94,0.019902497136309427,34,85
18,0.04903145470054271,34,86
3,0.04994937598573623,34,87
112,0.07426467948753779,34,88
47,0.004248385030244606,35,1
63,0.0043707395019177975,35,2
29,0.0044878339560388,35,3
120,0.00450317285100077,35,4
87,0.004504180082010034,35,5
116,0.004505978039418657,35,6
86,0.004508360294163238,35,7
0,0.004547425721052822,35,8
119,0.004574448724183222,35,9
113,0.004593347395715375,35,10
107,0.004636074176492477,35,11
83,0.004702615246387154,35,12
19,0.004753268273998246,35,13
85,0.004757948619912855,35,14
69,0.004760176023302587,35,15
82,0.004760901512870674,35,16
23,0.004810042634119438,35,17
79,0.004817713720712269,35,18
96,0.004830060840792738,35,19
16,0.00484890075021438,35,20
27,0.004849856459514523,35,21
65,0.00485552922586463,35,22
74,0.004876115932897718,35,23
93,0.004878906740464872,35,24
31,0.0048901018323335155,35,25
81,0.004918089522178093,35,26
77,0.00492679379765848,35,27
80,0.00493446332078562,35,28
14,0.00495066340429573,35,29
72,0.004993071429456042,35,30
41,0.005016559511217711,35,31
75,0.005021386620873036,35,32
64,0.005036974346910084,35,33
117,0.0050450945217482834,35,34
90,0.005056272554238905,35,35
13,0.005069438114133296,35,36
110,0.005094738726334147,35,37
97,0.0051034470050540515,35,38
24,0.005120489449987109,35,39
48,0.005174822783088229,35,40
4,0.00518575191048265,35,41
56,0.005193539175813777,35,42
102,0.0051951004511164856,35,43
28,0.00521309663411218,35,44
30,0.0052824764288973425,35,45
22,0.0052883931981888566,35,46
8,0.005304325225596096,35,47
76,0.005306031218109353,35,48
37,0.005318242986080746,35,49
45,0.0053739108345899345,35,50
44,0.00543044282690508,35,51
68,0.005469731075184003,35,52
51,0.005494237720964246,35,53
1,0.0055350409941917755,35,54
34,0.005572009457639693,35,55
55,0.0056670983257717245,35,56
42,0.005685809734354286,35,57
12,0.005732831667098703,35,58
17,0.005765783945024472,35,59
73,0.005843561471356118,35,60
84,0.00585487020366704,35,61
111,0.005902224095455266,35,62
2,0.005952448439240254,35,63
5,0.006256045750099526,35,64
62,0.006358324517155678,35,65
26,0.006583484891294122,35,66
25,0.0065923019197123844,35,67
101,0.006656061697307258,35,68
95,0.007052107624165971,35,69
33,0.007165842053059035,35,70
114,0.007223188426981442,35,71
10,0.007355398164661131,35,72
7,0.007737696802626592,35,73
